date,vehicle_id,model,configuration,region,demo_type,customer_segment,converted,cycle_time_hrs,utilization_rate,revenue_generated,customer_satisfaction,mileage_driven
2026-04-05,FLT0073,Model X,Performance,Southwest,Corporate Demo,Fleet,1,2.04,0.759,82394.12,4.1,46.8
2026-04-05,FLT0014,Cybertruck,Long Range,West Coast,Test Drive,Dealer,0,1.61,0.573,0.0,3.9,39.8
2026-04-05,FLT0146,Model 3,Plaid,East Coast,VIP Demo,Dealer,0,0.53,0.587,0.0,4.8,46.1
2026-04-05,FLT0239,Model X,Standard Range,East Coast,Test Drive,Fleet,0,2.75,0.735,0.0,3.8,49.3
2026-04-05,FLT0444,Model 3,Long Range,West Coast,Dealer Demo,Corporate,0,2.5,0.613,0.0,3.9,48.6
2026-04-05,FLT0223,Model S,Plaid,Midwest,Event Demo,Individual,0,2.96,0.673,0.0,4.8,31.0
2026-04-05,FLT0490,Model S,Performance,East Coast,Event Demo,Fleet,0,2.06,0.784,0.0,4.0,48.0
2026-04-05,FLT0210,Model 3,Standard Range,East Coast,Test Drive,Fleet,1,2.82,0.75,39988.83,3.9,12.1
2026-04-05,FLT0458,Model Y,Performance,East Coast,Corporate Demo,Individual,0,2.97,0.862,0.0,4.7,5.5
2026-04-05,FLT0087,Model S,Long Range,Southwest,Test Drive,Fleet,0,2.83,0.621,0.0,4.4,39.1
2026-04-05,FLT0462,Cybertruck,Long Range,East Coast,Corporate Demo,Individual,1,0.75,0.785,61311.24,4.0,28.0
2026-04-05,FLT0383,Model Y,Long Range,Midwest,Corporate Demo,Individual,0,0.68,0.754,0.0,3.5,6.1
2026-04-05,FLT0173,Model 3,Long Range,Midwest,Event Demo,Individual,0,1.99,0.812,0.0,3.8,9.4
2026-04-05,FLT0079,Model S,Performance,East Coast,VIP Demo,Corporate,0,2.35,0.913,0.0,4.2,37.9
2026-04-05,FLT0276,Model S,Standard Range,East Coast,Test Drive,Government,0,0.68,0.885,0.0,4.1,43.8
2026-04-05,FLT0434,Cybertruck,Plaid,West Coast,Dealer Demo,Corporate,0,1.76,0.721,0.0,4.1,47.6
2026-04-05,FLT0465,Cybertruck,Standard Range,Midwest,Test Drive,Government,0,1.76,0.626,0.0,4.5,28.6
2026-04-05,FLT0114,Model X,Long Range,Southeast,VIP Demo,Fleet,1,1.03,0.92,76061.19,4.0,39.0
2026-04-05,FLT0167,Model S,Long Range,West Coast,Event Demo,Fleet,1,2.6,0.815,75913.94,3.8,47.2
2026-04-05,FLT0156,Model S,Long Range,Southeast,Corporate Demo,Dealer,0,0.68,0.874,0.0,3.7,44.4
2026-04-05,FLT0473,Model X,Standard Range,Southwest,Test Drive,Dealer,0,2.52,0.775,0.0,4.2,6.3
2026-04-05,FLT0321,Model S,Standard Range,Southwest,VIP Demo,Dealer,1,1.72,0.809,77161.52,4.2,20.1
2026-04-05,FLT0355,Model S,Long Range,Midwest,Dealer Demo,Dealer,0,2.08,0.725,0.0,3.7,8.6
2026-04-05,FLT0387,Model Y,Performance,Southeast,Dealer Demo,Government,0,2.35,0.947,0.0,3.7,42.7
2026-04-05,FLT0087,Model S,Long Range,Southwest,Event Demo,Government,0,2.87,0.888,0.0,4.8,20.1
2026-04-05,FLT0150,Model S,Standard Range,Midwest,VIP Demo,Dealer,1,2.85,0.58,72340.93,4.3,47.7
2026-04-05,FLT0431,Model 3,Performance,Southeast,VIP Demo,Individual,0,2.9,0.796,0.0,4.3,35.0
2026-04-05,FLT0354,Cybertruck,Plaid,Southeast,Event Demo,Government,0,1.31,0.706,0.0,4.2,36.4
2026-04-05,FLT0221,Model S,Plaid,Midwest,Event Demo,Dealer,1,0.77,0.656,78169.28,4.1,27.4
2026-04-05,FLT0241,Model 3,Plaid,West Coast,Test Drive,Fleet,0,1.13,0.662,0.0,4.5,30.9
2026-04-05,FLT0426,Model S,Standard Range,Midwest,Corporate Demo,Dealer,0,1.56,0.59,0.0,3.9,13.3
2026-04-05,FLT0344,Model 3,Plaid,West Coast,VIP Demo,Corporate,0,1.06,0.73,0.0,4.9,6.5
2026-04-05,FLT0412,Model 3,Plaid,Southwest,Event Demo,Individual,1,2.57,0.793,41270.46,4.7,35.6
2026-04-05,FLT0445,Model Y,Plaid,West Coast,Corporate Demo,Corporate,1,2.3,0.946,45114.55,4.3,40.0
2026-04-05,FLT0199,Model 3,Long Range,West Coast,Event Demo,Individual,1,2.83,0.85,39895.79,3.9,13.2
2026-04-05,FLT0304,Model 3,Performance,Southeast,Corporate Demo,Individual,0,1.77,0.941,0.0,4.6,12.7
2026-04-05,FLT0337,Model Y,Performance,Southwest,Dealer Demo,Fleet,0,1.0,0.918,0.0,4.2,10.3
2026-04-05,FLT0046,Model Y,Standard Range,Southwest,VIP Demo,Individual,1,1.84,0.673,49111.32,3.7,39.9
2026-04-05,FLT0193,Model 3,Long Range,West Coast,Event Demo,Dealer,0,2.32,0.774,0.0,4.2,29.9
2026-04-05,FLT0198,Model Y,Long Range,East Coast,Event Demo,Corporate,0,1.58,0.615,0.0,3.9,43.8
2026-04-05,FLT0101,Model X,Performance,Southwest,Dealer Demo,Dealer,0,1.98,0.711,0.0,4.9,39.6
2026-04-05,FLT0180,Model S,Performance,East Coast,VIP Demo,Government,0,0.87,0.831,0.0,4.5,7.2
2026-04-05,FLT0150,Model S,Standard Range,Midwest,Test Drive,Corporate,0,0.8,0.599,0.0,3.6,45.5
2026-04-05,FLT0245,Model S,Plaid,Southeast,Test Drive,Government,1,0.55,0.835,74973.18,4.5,49.7
2026-04-05,FLT0231,Model Y,Standard Range,Southwest,Dealer Demo,Corporate,0,1.78,0.699,0.0,4.5,37.8
2026-04-05,FLT0148,Model S,Long Range,Midwest,Corporate Demo,Individual,0,1.1,0.89,0.0,3.6,8.6
2026-04-05,FLT0112,Model X,Performance,Midwest,Corporate Demo,Individual,0,1.95,0.756,0.0,3.6,45.8
2026-04-05,FLT0285,Model X,Plaid,East Coast,Dealer Demo,Individual,0,2.14,0.748,0.0,4.6,16.5
2026-04-05,FLT0239,Model X,Standard Range,East Coast,Dealer Demo,Government,0,0.63,0.657,0.0,4.3,35.6
2026-04-05,FLT0286,Model 3,Performance,Southeast,VIP Demo,Dealer,0,2.47,0.87,0.0,3.7,20.4
2026-04-05,FLT0413,Model 3,Performance,West Coast,Event Demo,Dealer,0,1.78,0.667,0.0,4.3,30.2
2026-04-05,FLT0335,Model 3,Long Range,Midwest,Event Demo,Fleet,1,1.54,0.904,39973.86,4.1,47.7
2026-04-05,FLT0041,Model 3,Long Range,East Coast,Dealer Demo,Corporate,0,1.36,0.619,0.0,3.6,26.0
2026-04-05,FLT0233,Model S,Plaid,East Coast,VIP Demo,Corporate,0,0.72,0.611,0.0,4.9,29.9
2026-04-05,FLT0091,Model Y,Plaid,East Coast,VIP Demo,Fleet,1,2.98,0.636,46181.37,4.9,35.4
2026-04-05,FLT0358,Model 3,Performance,Midwest,Dealer Demo,Dealer,0,1.71,0.551,0.0,5.0,27.7
2026-04-05,FLT0210,Model 3,Standard Range,East Coast,VIP Demo,Corporate,0,2.25,0.671,0.0,3.8,21.2
2026-04-05,FLT0269,Model Y,Long Range,Southeast,Corporate Demo,Dealer,0,2.1,0.555,0.0,3.7,8.7
2026-04-05,FLT0283,Model X,Standard Range,Midwest,Corporate Demo,Government,1,2.8,0.891,78619.95,4.9,23.1
2026-04-05,FLT0336,Model 3,Long Range,Southwest,VIP Demo,Corporate,1,2.07,0.554,40194.43,4.9,37.7
2026-04-05,FLT0059,Model 3,Plaid,Southeast,Dealer Demo,Fleet,1,0.78,0.803,39246.37,3.7,12.7
2026-04-05,FLT0062,Model Y,Plaid,West Coast,Dealer Demo,Corporate,0,1.64,0.627,0.0,3.8,6.5
2026-04-05,FLT0081,Model 3,Performance,West Coast,Dealer Demo,Individual,1,2.11,0.795,38892.64,4.3,20.5
2026-04-05,FLT0133,Model S,Performance,Southwest,Corporate Demo,Dealer,0,2.5,0.861,0.0,4.7,5.4
2026-04-05,FLT0439,Model X,Performance,Southwest,Corporate Demo,Corporate,0,1.4,0.646,0.0,4.4,35.7
2026-04-05,FLT0177,Cybertruck,Performance,Midwest,VIP Demo,Government,1,1.9,0.938,60930.95,4.0,7.8
2026-04-05,FLT0500,Model 3,Plaid,Southwest,Event Demo,Dealer,0,1.48,0.938,0.0,3.7,19.7
2026-04-05,FLT0326,Model 3,Standard Range,Southeast,Dealer Demo,Individual,1,2.02,0.851,38205.47,4.5,26.3
2026-04-05,FLT0201,Model Y,Performance,Southwest,Event Demo,Individual,0,0.52,0.624,0.0,4.0,30.0
2026-04-05,FLT0498,Model X,Standard Range,Southwest,Dealer Demo,Fleet,0,1.98,0.634,0.0,4.7,26.5
2026-04-05,FLT0407,Model 3,Long Range,East Coast,Dealer Demo,Government,0,2.28,0.627,0.0,4.8,31.6
2026-04-05,FLT0483,Model 3,Standard Range,Midwest,Event Demo,Individual,0,2.66,0.846,0.0,3.7,32.7
2026-04-05,FLT0122,Cybertruck,Standard Range,Midwest,Dealer Demo,Corporate,0,2.05,0.606,0.0,4.6,8.3
2026-04-05,FLT0378,Model Y,Performance,Midwest,Test Drive,Individual,0,2.21,0.868,0.0,3.6,27.4
2026-04-05,FLT0060,Model 3,Standard Range,West Coast,VIP Demo,Individual,0,1.09,0.594,0.0,4.3,25.3
2026-04-05,FLT0438,Model 3,Long Range,Southeast,Event Demo,Corporate,0,1.41,0.915,0.0,4.8,34.2
2026-04-05,FLT0360,Model 3,Standard Range,Southeast,Test Drive,Individual,0,0.63,0.618,0.0,4.5,19.7
2026-04-06,FLT0356,Model X,Plaid,Southwest,Event Demo,Corporate,1,2.85,0.583,77097.24,4.9,36.2
2026-04-06,FLT0298,Cybertruck,Standard Range,West Coast,VIP Demo,Fleet,0,1.12,0.649,0.0,4.9,26.3
2026-04-06,FLT0377,Model 3,Performance,Southwest,VIP Demo,Dealer,1,1.59,0.718,40372.2,3.6,26.0
2026-04-06,FLT0219,Model X,Standard Range,Southeast,Test Drive,Government,0,0.63,0.869,0.0,4.9,26.0
2026-04-06,FLT0025,Model Y,Long Range,Southeast,Test Drive,Dealer,0,1.45,0.791,0.0,4.3,40.5
2026-04-06,FLT0093,Model Y,Long Range,West Coast,Dealer Demo,Fleet,0,2.73,0.806,0.0,3.8,16.3
2026-04-06,FLT0389,Cybertruck,Plaid,East Coast,Corporate Demo,Dealer,0,2.25,0.572,0.0,4.0,8.4
2026-04-06,FLT0097,Model Y,Performance,East Coast,Test Drive,Dealer,1,1.69,0.625,46149.45,4.7,45.2
2026-04-06,FLT0187,Model S,Long Range,Midwest,Test Drive,Fleet,0,1.54,0.573,0.0,3.9,38.2
2026-04-06,FLT0262,Model X,Performance,West Coast,Dealer Demo,Corporate,0,1.2,0.569,0.0,4.4,36.7
2026-04-06,FLT0199,Model 3,Long Range,West Coast,Test Drive,Government,0,1.59,0.69,0.0,3.9,39.0
2026-04-06,FLT0401,Model X,Standard Range,West Coast,Corporate Demo,Fleet,0,2.92,0.642,0.0,4.8,22.1
2026-04-06,FLT0193,Model 3,Long Range,West Coast,Event Demo,Fleet,0,0.65,0.6,0.0,4.5,24.9
2026-04-06,FLT0202,Model 3,Long Range,Southwest,Event Demo,Government,0,0.67,0.841,0.0,4.1,45.0
2026-04-06,FLT0248,Model 3,Plaid,East Coast,Event Demo,Dealer,0,2.22,0.802,0.0,4.7,15.4
2026-04-06,FLT0183,Model S,Performance,West Coast,Test Drive,Corporate,0,1.1,0.879,0.0,4.8,6.1
2026-04-06,FLT0362,Model 3,Plaid,Southeast,Dealer Demo,Fleet,1,2.67,0.874,40050.65,4.2,15.3
2026-04-06,FLT0183,Model S,Performance,West Coast,VIP Demo,Individual,0,2.02,0.626,0.0,4.3,32.4
2026-04-06,FLT0413,Model 3,Performance,West Coast,Corporate Demo,Corporate,0,1.49,0.877,0.0,3.8,27.6
2026-04-06,FLT0018,Model Y,Performance,West Coast,VIP Demo,Individual,0,1.65,0.859,0.0,3.7,41.0
2026-04-06,FLT0464,Model 3,Performance,East Coast,Dealer Demo,Fleet,0,2.65,0.863,0.0,4.1,7.3
2026-04-06,FLT0110,Model 3,Performance,Southeast,Dealer Demo,Corporate,0,0.77,0.76,0.0,4.0,12.7
2026-04-06,FLT0324,Model S,Performance,West Coast,Dealer Demo,Individual,0,2.01,0.65,0.0,4.8,7.4
2026-04-06,FLT0063,Model X,Standard Range,Midwest,Dealer Demo,Dealer,0,1.15,0.857,0.0,4.7,5.3
2026-04-06,FLT0079,Model S,Performance,East Coast,Test Drive,Government,0,2.85,0.909,0.0,4.2,8.3
2026-04-06,FLT0408,Model X,Standard Range,Southeast,Corporate Demo,Fleet,0,1.58,0.942,0.0,4.6,30.1
2026-04-06,FLT0184,Model S,Long Range,Southwest,Test Drive,Corporate,0,0.84,0.654,0.0,3.8,12.2
2026-04-06,FLT0327,Model X,Plaid,Midwest,Test Drive,Fleet,0,2.69,0.916,0.0,4.0,47.3
2026-04-06,FLT0416,Model S,Long Range,Midwest,Corporate Demo,Fleet,0,1.72,0.554,0.0,4.4,5.3
2026-04-06,FLT0094,Cybertruck,Plaid,Southeast,Event Demo,Corporate,0,0.75,0.664,0.0,4.1,26.0
2026-04-06,FLT0164,Model X,Long Range,Midwest,Corporate Demo,Government,0,2.69,0.715,0.0,3.8,6.8
2026-04-06,FLT0376,Model 3,Plaid,Southeast,Test Drive,Corporate,1,1.37,0.624,40261.47,3.8,25.3
2026-04-06,FLT0430,Model Y,Plaid,Southwest,VIP Demo,Individual,0,1.07,0.878,0.0,3.7,49.4
2026-04-06,FLT0142,Model S,Plaid,Midwest,VIP Demo,Dealer,0,2.87,0.912,0.0,4.5,39.8
2026-04-06,FLT0366,Model X,Plaid,Southeast,Event Demo,Dealer,0,1.22,0.877,0.0,3.9,20.5
2026-04-06,FLT0067,Model 3,Performance,West Coast,Corporate Demo,Individual,0,0.62,0.637,0.0,3.8,44.7
2026-04-06,FLT0259,Model Y,Plaid,Midwest,Dealer Demo,Fleet,0,2.87,0.761,0.0,5.0,11.0
2026-04-06,FLT0337,Model Y,Performance,Southwest,Dealer Demo,Individual,0,1.39,0.579,0.0,3.8,20.8
2026-04-06,FLT0223,Model S,Plaid,Midwest,VIP Demo,Government,0,2.0,0.897,0.0,4.6,5.7
2026-04-06,FLT0098,Model X,Standard Range,Midwest,Dealer Demo,Dealer,0,1.22,0.733,0.0,5.0,26.2
2026-04-06,FLT0435,Model 3,Long Range,Southwest,Corporate Demo,Dealer,0,1.04,0.788,0.0,4.6,44.7
2026-04-06,FLT0208,Model X,Plaid,West Coast,VIP Demo,Fleet,0,0.96,0.602,0.0,4.0,10.5
2026-04-06,FLT0390,Cybertruck,Long Range,Southwest,Event Demo,Dealer,0,0.74,0.882,0.0,4.1,33.5
2026-04-06,FLT0186,Model S,Standard Range,West Coast,Corporate Demo,Dealer,0,2.49,0.785,0.0,3.9,14.5
2026-04-06,FLT0221,Model S,Plaid,Midwest,Dealer Demo,Corporate,0,2.15,0.666,0.0,4.7,36.3
2026-04-06,FLT0109,Cybertruck,Long Range,Southwest,Corporate Demo,Fleet,0,1.72,0.872,0.0,3.9,25.9
2026-04-06,FLT0038,Model X,Standard Range,West Coast,Corporate Demo,Dealer,0,2.59,0.906,0.0,4.8,16.2
2026-04-06,FLT0486,Model Y,Performance,Southeast,Test Drive,Individual,0,2.6,0.846,0.0,5.0,36.5
2026-04-06,FLT0261,Cybertruck,Performance,Southwest,Dealer Demo,Corporate,1,1.82,0.772,59620.42,3.6,16.0
2026-04-06,FLT0079,Model S,Performance,East Coast,VIP Demo,Dealer,1,1.26,0.755,71774.48,4.9,41.5
2026-04-06,FLT0148,Model S,Long Range,Midwest,Corporate Demo,Individual,0,2.53,0.652,0.0,4.3,38.8
2026-04-06,FLT0370,Model S,Standard Range,Southeast,Test Drive,Government,0,2.33,0.941,0.0,4.7,5.8
2026-04-06,FLT0480,Model X,Long Range,East Coast,VIP Demo,Fleet,0,2.35,0.914,0.0,4.7,8.3
2026-04-06,FLT0002,Model Y,Long Range,West Coast,Corporate Demo,Fleet,1,1.35,0.883,47475.16,4.8,16.7
2026-04-06,FLT0013,Cybertruck,Performance,Southeast,Corporate Demo,Dealer,1,2.34,0.808,61673.77,3.8,36.7
2026-04-06,FLT0412,Model 3,Plaid,Southwest,Dealer Demo,Corporate,0,2.28,0.88,0.0,4.8,12.5
2026-04-06,FLT0290,Model Y,Long Range,Southeast,Event Demo,Government,1,1.99,0.848,47337.26,4.1,45.1
2026-04-06,FLT0184,Model S,Long Range,Southwest,Corporate Demo,Government,0,2.77,0.727,0.0,3.8,29.5
2026-04-06,FLT0096,Model 3,Long Range,Southwest,Corporate Demo,Fleet,0,1.08,0.665,0.0,3.6,44.8
2026-04-06,FLT0019,Cybertruck,Long Range,East Coast,Corporate Demo,Fleet,0,2.15,0.554,0.0,4.9,38.4
2026-04-06,FLT0126,Cybertruck,Plaid,West Coast,Dealer Demo,Government,0,2.87,0.747,0.0,4.2,36.8
2026-04-06,FLT0410,Cybertruck,Performance,West Coast,Corporate Demo,Corporate,0,2.97,0.631,0.0,4.6,24.6
2026-04-06,FLT0069,Model Y,Standard Range,Southeast,Event Demo,Individual,0,0.99,0.562,0.0,4.1,5.1
2026-04-06,FLT0368,Model S,Plaid,Midwest,VIP Demo,Corporate,1,0.53,0.569,72481.27,4.9,27.8
2026-04-06,FLT0394,Model Y,Plaid,West Coast,Event Demo,Corporate,0,2.91,0.698,0.0,3.5,40.7
2026-04-06,FLT0469,Model X,Plaid,East Coast,Test Drive,Government,0,1.28,0.571,0.0,4.7,17.2
2026-04-06,FLT0464,Model 3,Performance,East Coast,Dealer Demo,Government,0,1.25,0.713,0.0,4.0,9.2
2026-04-06,FLT0089,Model 3,Standard Range,East Coast,VIP Demo,Corporate,0,2.96,0.555,0.0,4.3,47.3
2026-04-06,FLT0133,Model S,Performance,Southwest,Event Demo,Dealer,0,0.82,0.765,0.0,4.0,39.0
2026-04-06,FLT0497,Cybertruck,Plaid,Southeast,Test Drive,Government,0,2.11,0.619,0.0,4.3,44.2
2026-04-06,FLT0416,Model S,Long Range,Midwest,Test Drive,Corporate,0,2.92,0.824,0.0,5.0,5.5
2026-04-06,FLT0150,Model S,Standard Range,Midwest,Test Drive,Fleet,0,2.98,0.781,0.0,4.4,15.1
2026-04-06,FLT0158,Model S,Plaid,Midwest,Dealer Demo,Fleet,0,2.02,0.672,0.0,4.5,42.6
2026-04-06,FLT0215,Model S,Standard Range,East Coast,Test Drive,Government,0,2.58,0.759,0.0,4.5,24.5
2026-04-06,FLT0413,Model 3,Performance,West Coast,Dealer Demo,Dealer,0,2.9,0.782,0.0,4.3,47.2
2026-04-06,FLT0197,Model Y,Long Range,Southwest,VIP Demo,Government,0,0.97,0.694,0.0,4.7,35.0
2026-04-06,FLT0179,Model S,Performance,Midwest,Test Drive,Fleet,1,2.91,0.711,73951.2,5.0,31.7
2026-04-06,FLT0160,Cybertruck,Standard Range,Southeast,VIP Demo,Individual,1,1.3,0.598,57142.11,3.6,21.6
2026-04-06,FLT0214,Model X,Performance,Midwest,Event Demo,Government,0,0.95,0.944,0.0,4.2,30.7
2026-04-06,FLT0103,Cybertruck,Performance,West Coast,VIP Demo,Fleet,0,0.59,0.573,0.0,4.7,15.0
2026-04-06,FLT0012,Cybertruck,Standard Range,Midwest,VIP Demo,Government,0,2.4,0.727,0.0,4.4,22.3
2026-04-06,FLT0220,Model X,Standard Range,East Coast,Test Drive,Government,0,2.69,0.644,0.0,4.8,11.0
2026-04-06,FLT0048,Model 3,Standard Range,West Coast,Test Drive,Dealer,0,2.47,0.838,0.0,3.8,13.0
2026-04-06,FLT0128,Model X,Performance,Midwest,Corporate Demo,Corporate,1,0.84,0.904,76720.81,4.9,17.9
2026-04-06,FLT0068,Cybertruck,Plaid,Southeast,Dealer Demo,Dealer,0,2.27,0.758,0.0,3.8,46.1
2026-04-06,FLT0108,Model S,Standard Range,Midwest,VIP Demo,Dealer,0,0.7,0.659,0.0,4.3,34.4
2026-04-06,FLT0467,Model X,Performance,Midwest,Test Drive,Government,1,1.79,0.858,79244.08,4.6,11.5
2026-04-06,FLT0412,Model 3,Plaid,Southwest,VIP Demo,Fleet,0,0.56,0.833,0.0,4.5,31.6
2026-04-06,FLT0129,Model X,Plaid,East Coast,Event Demo,Dealer,0,2.24,0.582,0.0,3.9,34.0
2026-04-06,FLT0475,Model S,Plaid,Southeast,Test Drive,Dealer,1,1.11,0.727,72094.07,3.8,12.0
2026-04-06,FLT0465,Cybertruck,Standard Range,Midwest,Event Demo,Individual,0,2.51,0.94,0.0,3.9,43.9
2026-04-06,FLT0169,Model S,Standard Range,Midwest,Dealer Demo,Fleet,0,0.71,0.762,0.0,4.6,44.1
2026-04-06,FLT0230,Model Y,Plaid,East Coast,Dealer Demo,Government,0,2.41,0.933,0.0,3.6,45.6
2026-04-06,FLT0178,Cybertruck,Performance,Midwest,Corporate Demo,Individual,0,2.86,0.92,0.0,3.7,30.9
2026-04-06,FLT0297,Model S,Standard Range,East Coast,Test Drive,Fleet,1,1.52,0.937,75087.29,3.6,34.4
2026-04-06,FLT0459,Cybertruck,Performance,West Coast,Test Drive,Dealer,0,2.8,0.802,0.0,3.6,11.5
2026-04-06,FLT0127,Model Y,Standard Range,Midwest,Event Demo,Corporate,0,1.33,0.791,0.0,4.4,13.1
2026-04-06,FLT0211,Model S,Standard Range,East Coast,Event Demo,Government,1,2.09,0.833,78454.8,4.8,5.1
2026-04-06,FLT0014,Cybertruck,Long Range,West Coast,Corporate Demo,Corporate,0,1.92,0.874,0.0,4.1,41.1
2026-04-06,FLT0035,Cybertruck,Standard Range,Southwest,Dealer Demo,Individual,1,2.27,0.559,57598.34,4.6,36.6
2026-04-06,FLT0024,Model X,Plaid,East Coast,Test Drive,Corporate,1,1.03,0.816,77998.07,4.6,15.1
2026-04-06,FLT0064,Model X,Performance,Midwest,Dealer Demo,Fleet,0,2.55,0.831,0.0,3.6,11.2
2026-04-06,FLT0201,Model Y,Performance,Southwest,Dealer Demo,Fleet,0,2.63,0.582,0.0,4.9,12.4
2026-04-06,FLT0238,Model X,Plaid,Midwest,Event Demo,Dealer,0,2.8,0.617,0.0,4.9,33.6
2026-04-06,FLT0154,Model Y,Long Range,Midwest,Corporate Demo,Fleet,0,1.84,0.655,0.0,4.6,36.5
2026-04-06,FLT0323,Model 3,Long Range,Southwest,Test Drive,Dealer,0,1.45,0.572,0.0,3.8,44.0
2026-04-06,FLT0481,Model 3,Standard Range,Southwest,Test Drive,Fleet,0,1.38,0.562,0.0,4.4,7.7
2026-04-06,FLT0140,Model S,Performance,Midwest,VIP Demo,Individual,0,2.57,0.698,0.0,4.0,36.8
2026-04-06,FLT0325,Model Y,Plaid,West Coast,VIP Demo,Fleet,0,0.66,0.696,0.0,4.4,12.0
2026-04-06,FLT0045,Model X,Plaid,West Coast,VIP Demo,Corporate,0,2.14,0.645,0.0,3.9,32.2
2026-04-06,FLT0068,Cybertruck,Plaid,Southeast,Test Drive,Individual,0,2.91,0.837,0.0,4.9,7.4
2026-04-06,FLT0111,Model 3,Performance,Southeast,Dealer Demo,Fleet,0,2.8,0.599,0.0,4.2,25.6
2026-04-06,FLT0415,Model Y,Standard Range,Southwest,VIP Demo,Dealer,1,2.64,0.624,46543.5,4.4,23.0
2026-04-06,FLT0455,Model S,Long Range,Southeast,Event Demo,Dealer,0,2.87,0.918,0.0,4.7,32.8
2026-04-06,FLT0312,Model S,Performance,East Coast,VIP Demo,Dealer,0,0.53,0.624,0.0,4.4,32.6
2026-04-06,FLT0285,Model X,Plaid,East Coast,Test Drive,Individual,0,1.62,0.662,0.0,3.8,18.0
2026-04-06,FLT0334,Model S,Plaid,Southeast,Event Demo,Fleet,0,1.91,0.886,0.0,4.3,13.6
2026-04-06,FLT0024,Model X,Plaid,East Coast,Event Demo,Fleet,1,0.9,0.708,83834.59,4.9,8.0
2026-04-06,FLT0435,Model 3,Long Range,Southwest,VIP Demo,Corporate,0,0.89,0.733,0.0,3.9,32.7
2026-04-06,FLT0383,Model Y,Long Range,Midwest,Test Drive,Dealer,0,0.55,0.945,0.0,3.8,23.5
2026-04-06,FLT0059,Model 3,Plaid,Southeast,Test Drive,Individual,0,1.19,0.574,0.0,3.5,35.5
2026-04-06,FLT0189,Model X,Performance,East Coast,Event Demo,Individual,0,1.54,0.816,0.0,3.7,46.3
2026-04-06,FLT0164,Model X,Long Range,Midwest,Dealer Demo,Government,0,1.04,0.701,0.0,4.2,6.4
2026-04-06,FLT0265,Cybertruck,Performance,East Coast,Corporate Demo,Individual,0,2.86,0.72,0.0,3.9,38.4
2026-04-06,FLT0060,Model 3,Standard Range,West Coast,Dealer Demo,Corporate,0,1.98,0.657,0.0,4.5,40.8
2026-04-06,FLT0115,Model X,Standard Range,Southwest,Corporate Demo,Government,0,0.79,0.648,0.0,4.7,10.5
2026-04-06,FLT0320,Model Y,Standard Range,Southwest,Dealer Demo,Individual,0,2.12,0.851,0.0,4.7,45.7
2026-04-06,FLT0117,Model X,Plaid,Midwest,Test Drive,Government,0,2.31,0.914,0.0,3.8,13.1
2026-04-06,FLT0089,Model 3,Standard Range,East Coast,Test Drive,Dealer,0,1.24,0.557,0.0,3.9,14.0
2026-04-06,FLT0364,Model 3,Plaid,West Coast,Corporate Demo,Fleet,0,1.52,0.902,0.0,3.7,34.1
2026-04-06,FLT0495,Model Y,Plaid,Southeast,Corporate Demo,Dealer,0,1.27,0.906,0.0,3.7,13.9
2026-04-06,FLT0489,Model Y,Standard Range,Midwest,Corporate Demo,Corporate,0,2.64,0.895,0.0,3.8,10.5
2026-04-06,FLT0058,Model Y,Performance,Midwest,Test Drive,Government,0,1.75,0.565,0.0,3.8,33.2
2026-04-06,FLT0270,Cybertruck,Performance,East Coast,Event Demo,Fleet,0,0.85,0.783,0.0,4.6,43.5
2026-04-06,FLT0098,Model X,Standard Range,Midwest,VIP Demo,Individual,1,2.94,0.871,76067.28,4.2,31.3
2026-04-06,FLT0356,Model X,Plaid,Southwest,Event Demo,Government,0,1.29,0.749,0.0,4.6,29.6
2026-04-06,FLT0432,Model S,Standard Range,West Coast,VIP Demo,Fleet,0,1.09,0.737,0.0,3.8,31.8
2026-04-06,FLT0311,Model 3,Performance,Midwest,Event Demo,Individual,0,2.86,0.676,0.0,4.9,16.0
2026-04-06,FLT0487,Model 3,Plaid,Southeast,Corporate Demo,Corporate,0,2.2,0.846,0.0,3.8,37.4
2026-04-06,FLT0303,Model 3,Plaid,Midwest,Test Drive,Government,0,1.82,0.666,0.0,3.8,28.3
2026-04-06,FLT0458,Model Y,Performance,East Coast,Test Drive,Corporate,0,1.16,0.849,0.0,3.8,48.9
2026-04-06,FLT0095,Model Y,Long Range,East Coast,Test Drive,Government,0,2.38,0.771,0.0,5.0,41.5
2026-04-06,FLT0323,Model 3,Long Range,Southwest,VIP Demo,Government,0,0.93,0.85,0.0,4.6,10.0
2026-04-06,FLT0115,Model X,Standard Range,Southwest,Dealer Demo,Individual,0,0.76,0.836,0.0,4.1,47.8
2026-04-06,FLT0247,Model Y,Standard Range,Midwest,Corporate Demo,Government,1,2.25,0.92,46156.29,4.0,23.4
2026-04-06,FLT0220,Model X,Standard Range,East Coast,Event Demo,Individual,0,2.06,0.885,0.0,3.8,48.5
2026-04-06,FLT0415,Model Y,Standard Range,Southwest,Dealer Demo,Individual,0,1.29,0.793,0.0,4.5,30.0
2026-04-06,FLT0216,Model X,Plaid,Southwest,Corporate Demo,Fleet,0,0.66,0.834,0.0,3.5,9.9
2026-04-06,FLT0224,Model 3,Long Range,East Coast,Test Drive,Dealer,1,0.59,0.671,39231.91,3.8,29.4
